hospital_id,state,district,city,hospital_name,latitude,longitude,total_beds,occupied_beds,available_beds,icu_beds,available_icu_beds,emergency_beds,available_emergency_beds,emergency_24x7,accepts_referral,ambulance,oxygen_support,ventilator,blood_bank,cardiology,neurology,nephrology,pulmonology,orthopedics,general_medicine,general_surgery,trauma_unit,burn_unit,ct_scan,mri,xray,ultrasound,ecg,dialysis,blood_test,cbc,troponin_test,dengue_ns1_test,malaria_test,blood_glucose_test,hba1c_test,kidney_function_test,pulmonary_function_test,blood_culture,lactate_test,stool_test
GH00154,Punjab,Ludhiana,Ludhiana,Integrated Ludhiana General Hospital,30.980093,75.814537,575,575,0,72,8,56,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00155,Rajasthan,Bikaner,Bikaner,Integrated Bikaner District Hospital,27.996873,73.364304,984,813,171,80,12,53,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
GH00156,Maharashtra,Nagpur,Nagpur,Regional Nagpur Hospital,21.152941,79.020657,460,359,101,26,6,37,18,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00157,West Bengal,Durgapur,Durgapur,District Durgapur Hospital,23.500778,87.298063,729,668,61,73,8,66,31,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes
GH00158,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Integrated Tiruchirappalli Medical College Hospital,10.734261,78.720135,429,368,61,41,17,50,11,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00159,Punjab,Hoshiarpur,Hoshiarpur,State Hoshiarpur Hospital,31.448662,75.977232,616,396,220,33,3,73,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No
GH00160,Karnataka,Belagavi,Belagavi,Government Belagavi District Hospital,15.916773,74.485503,481,474,7,37,6,50,4,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00161,Rajasthan,Jaipur,Jaipur,Integrated Jaipur District Hospital,26.919711,75.73995,167,125,42,9,0,12,4,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No
GH00162,Rajasthan,Jodhpur,Jodhpur,State Jodhpur Hospital,26.25067,72.998963,696,687,9,44,11,49,5,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
GH00163,Gujarat,Surat,Surat,Regional Surat Hospital,21.242699,72.866179,417,351,66,36,8,44,1,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00164,Karnataka,Bengaluru,Bengaluru,Integrated Bengaluru General Hospital,12.905195,77.584399,620,495,125,32,7,38,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00165,West Bengal,Siliguri,Siliguri,Government Siliguri Medical College Hospital,26.678293,88.396086,240,139,101,13,6,20,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes
GH00166,Karnataka,Bengaluru,Bengaluru,Integrated Bengaluru District Hospital,12.992523,77.587504,997,890,107,111,18,76,28,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
GH00167,Delhi,West Delhi,West Delhi,Government West Delhi General Hospital,28.675489,77.18098,144,124,20,12,1,10,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No
GH00168,Rajasthan,Udaipur,Udaipur,Integrated Udaipur General Hospital,24.519273,73.718638,339,305,34,25,1,35,12,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
GH00169,West Bengal,Asansol,Asansol,Civil Asansol General Hospital,23.733025,86.901305,887,587,300,113,25,77,29,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes
GH00170,Uttar Pradesh,Varanasi,Varanasi,State Varanasi Hospital,25.29652,83.050545,756,624,132,103,17,87,11,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
GH00171,Punjab,Patiala,Patiala,District Patiala Medical College Hospital,30.290628,76.327551,379,304,75,53,23,40,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
GH00172,Uttar Pradesh,Gorakhpur,Gorakhpur,State Gorakhpur Hospital,26.682282,83.415102,524,289,235,46,12,34,15,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00173,West Bengal,Howrah,Howrah,District Howrah District Hospital,22.529715,88.232115,201,191,10,23,0,12,6,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
GH00174,Maharashtra,Nashik,Nashik,Integrated Nashik Medical College Hospital,20.028695,73.792227,877,799,78,84,3,44,20,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes
GH00175,Bihar,Bhagalpur,Bhagalpur,Government Bhagalpur Medical College Hospital,25.277382,86.963727,661,641,20,67,27,68,19,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
GH00176,Maharashtra,Mumbai,Mumbai,District Mumbai Medical College Hospital,19.088247,72.955035,529,498,31,29,0,48,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00177,Karnataka,Belagavi,Belagavi,Government Belagavi Medical College Hospital,15.828369,74.480247,398,308,90,19,5,26,7,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes
GH00178,Delhi,New Delhi,New Delhi,Regional New Delhi District Hospital,28.639871,77.226549,169,151,18,17,1,15,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No
GH00179,Tamil Nadu,Chennai,Chennai,Integrated Chennai General Hospital,13.020935,80.293725,482,305,177,60,19,50,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
GH00180,Uttar Pradesh,Kanpur,Kanpur,Regional Kanpur District Hospital,26.391606,80.293508,236,123,113,20,5,25,11,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes
GH00181,Tamil Nadu,Salem,Salem,Integrated Salem Medical College Hospital,11.590692,78.123967,930,534,396,52,2,107,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
GH00182,Maharashtra,Pune,Pune,District Pune Medical College Hospital,18.547722,73.908102,142,111,31,20,2,11,0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
GH00183,Karnataka,Hubballi,Hubballi,State Hubballi Hospital,15.336978,75.099938,871,766,105,60,19,96,45,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes
GH00184,West Bengal,Durgapur,Durgapur,District Durgapur District Hospital,23.490666,87.385175,547,477,70,68,10,40,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
GH00185,Tamil Nadu,Salem,Salem,State Salem District Hospital,11.730746,78.10851,920,502,418,112,51,73,26,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No
GH00186,Karnataka,Mangaluru,Mangaluru,State Mangaluru Hospital,12.943327,74.876597,181,131,50,21,7,14,1,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
GH00187,Delhi,East Delhi,East Delhi,State East Delhi General Hospital,28.588454,77.208066,143,116,27,15,2,10,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes
GH00188,Punjab,Bathinda,Bathinda,Integrated Bathinda General Hospital,30.28739,75.019797,472,367,105,61,21,55,24,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00189,Rajasthan,Bikaner,Bikaner,Civil Bikaner Hospital,28.000746,73.317468,229,122,107,16,3,17,0,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
GH00190,Bihar,Gaya,Gaya,Integrated Gaya General Hospital,24.805256,84.993063,479,334,145,45,21,43,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes
GH00191,West Bengal,Siliguri,Siliguri,State Siliguri District Hospital,26.762092,88.409098,355,206,149,18,7,30,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes
GH00192,Karnataka,Bengaluru,Bengaluru,State Bengaluru District Hospital,13.046134,77.542566,820,638,182,58,10,57,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes
GH00193,Tamil Nadu,Coimbatore,Coimbatore,District Coimbatore Medical College Hospital,11.063213,76.974407,973,523,450,92,1,78,34,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No
GH00194,West Bengal,Durgapur,Durgapur,Integrated Durgapur Hospital,23.447534,87.25479,663,608,55,52,17,72,25,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes
GH00195,West Bengal,Asansol,Asansol,Government Asansol Hospital,23.666693,86.992956,305,187,118,22,4,15,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No
GH00196,Rajasthan,Udaipur,Udaipur,Civil Udaipur Medical College Hospital,24.626819,73.649427,726,407,319,41,9,87,14,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
GH00197,Karnataka,Hubballi,Hubballi,Civil Hubballi Hospital,15.336403,75.131057,228,154,74,26,6,18,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00198,West Bengal,Howrah,Howrah,Regional Howrah Medical College Hospital,22.52891,88.214957,886,509,377,82,38,95,15,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00199,Delhi,South Delhi,South Delhi,Government South Delhi Medical College Hospital,28.557484,77.439292,430,396,34,31,0,48,22,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00200,Maharashtra,Pune,Pune,Integrated Pune District Hospital,18.463149,73.785152,228,194,34,18,1,12,1,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
GH00201,Delhi,West Delhi,West Delhi,Regional West Delhi Medical College Hospital,28.684225,77.101504,275,223,52,36,0,14,7,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes
GH00202,Punjab,Mohali,Mohali,Integrated Mohali District Hospital,30.770415,76.726556,766,490,276,97,23,71,35,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
GH00203,Tamil Nadu,Tiruchirappalli,Tiruchirappalli,State Tiruchirappalli District Hospital,10.735558,78.780662,594,422,172,77,14,42,19,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
GH00204,Bihar,Gaya,Gaya,Civil Gaya General Hospital,24.762555,85.059096,595,534,61,41,2,35,8,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00205,West Bengal,Siliguri,Siliguri,Government Siliguri District Hospital,26.660136,88.346234,627,600,27,38,12,51,18,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
GH00206,Tamil Nadu,Coimbatore,Coimbatore,Government Coimbatore Hospital,11.091747,76.962288,151,112,39,21,2,11,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00207,Delhi,South Delhi,South Delhi,Regional South Delhi District Hospital,28.54466,77.429822,294,187,107,29,1,24,8,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
GH00208,Tamil Nadu,Chennai,Chennai,District Chennai General Hospital,13.149167,80.31261,617,542,75,90,32,56,27,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
GH00209,Bihar,Bhagalpur,Bhagalpur,Civil Bhagalpur General Hospital,25.172676,86.99247,392,333,59,19,9,31,8,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes
GH00210,West Bengal,Siliguri,Siliguri,State Siliguri Hospital,26.6674,88.410099,510,281,229,54,21,38,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
GH00211,Punjab,Amritsar,Amritsar,Regional Amritsar General Hospital,31.562373,74.917556,882,722,160,68,27,52,23,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes
GH00212,Gujarat,Vadodara,Vadodara,State Vadodara District Hospital,22.355995,73.255972,873,509,364,61,6,74,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00213,Bihar,Gaya,Gaya,Integrated Gaya District Hospital,24.723962,85.061201,923,703,220,94,38,85,11,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes
GH00214,Delhi,South Delhi,South Delhi,Regional South Delhi District Hospital,28.584637,77.394726,266,233,33,39,11,24,4,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00215,Karnataka,Belagavi,Belagavi,Civil Belagavi District Hospital,15.872,74.47178,586,301,285,50,4,33,4,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
GH00216,Rajasthan,Udaipur,Udaipur,Integrated Udaipur Hospital,24.626486,73.68562,711,597,114,54,7,74,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
GH00217,Rajasthan,Jodhpur,Jodhpur,Integrated Jodhpur Hospital,26.264798,73.001185,697,593,104,46,3,70,11,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
GH00218,Delhi,North Delhi,North Delhi,District North Delhi Hospital,28.638452,77.176347,295,151,144,27,8,17,6,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
GH00219,Gujarat,Gandhinagar,Gandhinagar,Regional Gandhinagar General Hospital,23.295473,72.602795,993,930,63,122,58,98,16,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
GH00220,Uttar Pradesh,Meerut,Meerut,Integrated Meerut General Hospital,28.992587,77.758542,638,511,127,51,21,52,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
GH00221,West Bengal,Asansol,Asansol,State Asansol District Hospital,23.671056,86.955652,724,609,115,50,18,50,16,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00222,Uttar Pradesh,Prayagraj,Prayagraj,State Prayagraj Medical College Hospital,25.504838,81.911646,806,763,43,79,10,59,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes
GH00223,Maharashtra,Nagpur,Nagpur,District Nagpur General Hospital,21.11727,79.082678,504,461,43,42,17,35,9,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
GH00224,Punjab,Patiala,Patiala,Civil Patiala District Hospital,30.294257,76.353599,865,677,188,61,14,99,6,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes
GH00225,Maharashtra,Pune,Pune,District Pune Medical College Hospital,18.531012,73.898827,348,186,162,40,4,22,8,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
GH00226,Bihar,Purnia,Purnia,Civil Purnia District Hospital,25.766868,87.515088,834,658,176,50,1,49,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes
GH00227,Delhi,East Delhi,East Delhi,Integrated East Delhi General Hospital,28.633369,77.197339,588,396,192,73,19,42,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
GH00228,Bihar,Purnia,Purnia,Integrated Purnia Medical College Hospital,25.768881,87.481331,647,342,305,91,35,51,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
GH00229,Delhi,New Delhi,New Delhi,Civil New Delhi General Hospital,28.558675,77.158268,290,219,71,39,20,20,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes
GH00230,Punjab,Patiala,Patiala,State Patiala General Hospital,30.40216,76.308366,756,656,100,77,31,82,12,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
